title,release_year,parental_rating,movie_duration,movie_rating,description,genres,budget,gross_na,gross_worldwide
Kindergarten Cop,1990,PG-13,1h 51m,6.2,"A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.","Action,Comedy,Crime","$15,000,000 (estimated)","$91,457,688","$201,957,688"
Fear,1996,R,1h 37m,6.2,"When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dre...","Drama,Thriller","$20,831,000","$6,312,240","$20,831,000"
Pearl Harbor,2001,PG-13,3h 3m,6.2,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,"Action,Drama,Romance","$140,000,000 (estimated)","$198,542,554","$449,220,945"
Thor: Love and Thunder,2022,PG-13,1h 58m,6.2,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.","Action,Adventure,Comedy","$250,000,000 (estimated)","$343,256,830","$760,928,081"
Angels in the Outfield,1994,PG,1h 42m,6.2,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.","Comedy,Drama,Family","$24,000,000 (estimated)","$50,236,831","$50,236,831"
Bodies Bodies Bodies,2022,R,1h 34m,6.2,"When a group of rich 20-somethings plan a hurricane party at a remote family mansion, a party game turns deadly in this fresh and funny look at backstabbing, fake friends, and one party gone...","Comedy,Horror,Thriller","$11,446,602","$226,653","$13,929,670"
In the Land of Saints and Sinners,2023,R,1h 46m,6.2,"In a remote Irish village, a damaged father is forced to fight for redemption after a lifetime of sins, but what price is he willing to pay? In the land of saints and sinners, some sins can'...","Action,Crime,Thriller","$2,258,795","$1,034,132","$3,208,712"
Fighter,2024,,2h 46m,6.2,A reckless yet brilliant squadron leader and his team of elite fighter pilots face mortal dangers and inner demons as they unite for a deadly mission.,"Action,Thriller","₹250,000,000 (estimated)","$1,000,000","$3,800,771"
Ricky Stanicky,2024,R,1h 53m,6.2,"When three childhood best friends pull a prank that goes wrong, they invent the imaginary Ricky Stanicky to get them out of trouble. Twenty years later, they still use the nonexistent Ricky ...",Comedy,,,
My Fault,2023,,1h 57m,6.2,"Noah has to leave her town, boyfriend and friends behind and move into the mansion of her mother's new rich husband. There she meets Nick, her new stepbrother. They fall madly in love in sec...","Drama,Romance",,,
Parachute,2023,,1h 37m,6.2,"Follows Riley, who has recently been released from rehab after struggling with her addictions to food and body image. She will meet Ethan and finds herself navigating the line between love a...","Comedy,Drama,Romance",,,
Animal,2023,Not Rated,3h 24m,6.2,The hardened son of a powerful industrialist returns home after years abroad and vows to take bloody revenge on those threatening his father's life.,"Action,Crime,Drama","$15,004,482","$6,524,534","$92,870,227"
"New York, I Love You",2008,R,1h 43m,6.2,"Eleven love stories set in one of the most loved and hated cities of the world, New York City.","Comedy,Drama,Romance","$14,700,000 (estimated)","$1,588,015","$9,961,023"
The Greatest Hits,2024,PG-13,1h 34m,6.2,"A love story centering on the connection between music and memory and how they transport us, sometimes literally.","Drama,Music,Romance",,,
Arcadian,2024,R,1h 32m,6.2,A father and his twin teenage sons fight to survive in a remote farmhouse at the end of the end of the world.,"Action,Horror,Thriller","$828,919","$504,937","$859,453"
The Ruins,2008,R,1h 30m,5.9,"A leisurely Mexican holiday takes a turn for the worse when a group of friends and a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ...","Adventure,Horror,Thriller","$8,000,000 (estimated)","$17,432,844","$22,818,256"
Road House,2024,R,2h 1m,6.2,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.","Action,Thriller","$85,000,000 (estimated)",,
Antlers,2021,R,1h 39m,5.9,"In an isolated Oregon town, a middle-school teacher and her sheriff brother become embroiled with her enigmatic student, whose dark secrets lead to terrifying encounters with an ancestral cr...","Drama,Horror,Mystery","$10,619,670","$4,271,346","$18,867,659"
Underwater,2020,PG-13,1h 35m,5.9,A crew of oceanic researchers working for a deep sea drilling company try to get to safety after a mysterious earthquake devastates their deepwater research and drilling facility located at ...,"Action,Horror,Sci-Fi","$80,000,000 (estimated)","$17,291,078","$40,882,928"
The Great Wall,2016,PG-13,1h 43m,5.9,"In ancient China, a group of European mercenaries encounters a secret army that maintains and defends the Great Wall of China against a horde of monstrous creatures.","Action,Adventure,Fantasy","$150,000,000 (estimated)","$45,540,830","$334,933,831"
Anyone But You,2023,R,1h 43m,6.2,"After an amazing first date, Bea and Ben's fiery attraction turns ice-cold--until they find themselves unexpectedly reunited at a wedding in Australia. So they do what any two mature adults ...","Comedy,Romance","$25,000,000 (estimated)","$88,319,668","$219,164,410"
The Hotel New Hampshire,1984,R,1h 49m,5.9,"A New Englander and his odd family run a hotel in Vienna, as unexpected events change their lives forever.","Comedy,Drama","$7,500,000 (estimated)","$5,142,858","$5,142,858"
Cheaper by the Dozen,2003,PG,1h 38m,5.9,"With his wife on a book tour, Tom Baker finds his life turned upside down when he agrees to care for his twelve children while simultaneously also coaching his new football team.","Comedy,Family","$40,000,000 (estimated)","$138,614,544","$190,538,630"
Cocktail,1988,R,1h 44m,5.9,A talented New York City bartender takes a job at a bar in Jamaica and falls in love.,"Comedy,Drama,Romance","$20,000,000 (estimated)","$78,222,753","$171,504,781"
Golda,2023,PG-13,1h 40m,5.9,"Focuses on the intensely dramatic and high-stakes responsibilities and decisions that Golda Meir, also known as the 'Iron Lady of Israel,' faced during the Yom Kippur War.","Biography,Drama,History","$4,801,781","$1,695,959","$6,062,556"
Stress Positions,2024,,1h 35m,5.9,"Terry, in strict quarantine in his ex-husband's Brooklyn home, cares for his injured nephew, a 19-year-old Moroccan model named Bahlul, drawing attention from everyone in his life.",Comedy,"$36,290","$29,934","$36,290"
Hellraiser,2022,R,2h 1m,5.9,"A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites.","Horror,Mystery,Thriller","$10,303",,
The Baker,2022,R,1h 44m,5.9,An elderly baker must do everything he can to protect his granddaughter from gangsters.,"Action,Crime,Drama",,,
The Other Zoey,2023,PG-13,1h 31m,5.9,"Zoey Miller, a super smart computer nerd who is uninterested in romantic love, has her life turned upside down when Zack, the school's soccer star, gets amnesia and mistakes Zoey for his gir...","Comedy,Drama,Romance","$168,099","$70,550","$168,099"
Into the Woods,2014,PG,2h 5m,5.9,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,"Adventure,Comedy,Drama","$50,000,000 (estimated)","$128,002,372","$212,902,959"
The Black Hole,1979,PG,1h 38m,5.9,"A research vessel finds a missing ship, commanded by a mysterious scientist, on the edge of a black hole.","Action,Sci-Fi","$20,000,000 (estimated)","$35,841,901","$35,841,901"
Power Rangers,2017,PG-13,2h 4m,5.9,"When Earth is on the verge of an alien invasion, five teenagers, who are infused with superhuman abilities, must harness their newfound powers to battle this threat - as the Power Rangers.","Action,Adventure,Fantasy","$100,000,000 (estimated)","$85,364,450","$142,337,240"
Into the Blue,2005,PG-13,1h 50m,5.9,Four divers cross paths with drug smugglers in the Bahamas.,"Action,Adventure,Crime","$50,000,000 (estimated)","$18,801,234","$46,117,696"
I Now Pronounce You Chuck & Larry,2007,PG-13,1h 55m,5.9,"Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.","Comedy,Romance","$85,000,000 (estimated)","$120,059,556","$187,134,117"
Badland Hunters,2024,TV-MA,1h 47m,5.9,"When an earthquake turns Seoul into a lawless badland, a fearless huntsman goes on to rescue a teenager from a mad doctor who held the teenager captive in a camp full of dangerous cultists.","Action,Adventure,Drama","$18,000,000 (estimated)",,
PAW Patrol: The Mighty Movie,2023,PG,1h 28m,5.9,"A magical meteor falls in Adventure City and gives the PAW Patrol superpowers, transforming them into the Mighty Pups. But they face their most powerful challenge when Humdinger teams up wit...","Animation,Action,Adventure","CA$40,387,500 (estimated)","$65,231,360","$202,231,360"
Night Hunter,2018,R,1h 38m,5.9,"A weathered Lieutenant, his police force, and a local vigilante are all caught up in a dangerous scheme involving a troubled, recently-arrested man who's linked to years of female abductions...","Action,Thriller","$1,012,932",,
Reminiscence,2021,PG-13,1h 56m,5.9,"Nick Bannister, a private investigator of the mind, navigates the alluring world of the past when his life is changed by new client Mae. A simple case becomes an obsession after she disappea...","Mystery,Romance,Sci-Fi","$54,000,000 (estimated)","$3,900,193","$16,400,193"
The Boogeyman,2023,PG-13,1h 38m,5.9,"Still reeling from the tragic death of their mother, a teenage girl and her younger sister find themselves plagued by a sadistic presence in their house and struggle to get their grieving fa...","Horror,Mystery,Thriller","$35,000,000 (estimated)","$43,244,282","$67,307,243"
Barbarella,1968,PG,1h 38m,5.9,"In the 41st century, an astronaut partakes in sexy misadventures while seeking to stop an evil scientist who threatens to bring evil back into the galaxy.","Adventure,Comedy,Fantasy","$9,000,000 (estimated)",,
9½ Weeks,1986,R,1h 57m,5.9,A woman becomes involved with a man she barely knows. Complications develop during their sexual escapades.,"Drama,Romance","$17,000,000 (estimated)","$6,735,922","$6,735,922"
Deep Blue Sea,1999,R,1h 45m,5.9,"Searching for a cure to Alzheimer's disease, a group of scientists on an isolated research facility become the prey, as a trio of intelligent sharks fight back.","Action,Adventure,Sci-Fi","$60,000,000 (estimated)","$73,648,142","$164,648,231"
Bill & Ted Face the Music,2020,PG-13,1h 31m,5.9,"Once told they'd save the universe during a time-traveling adventure, two would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song...","Adventure,Comedy,Music","$3,439,660","$1,125,007","$6,274,027"
Jurassic Park III,2001,PG-13,1h 32m,5.9,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.","Action,Adventure,Sci-Fi","$93,000,000 (estimated)","$181,171,875","$368,780,809"
The School for Good and Evil,2022,PG-13,2h 27m,5.9,Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect ...,"Action,Comedy,Drama",,,
Hostel,2005,R,1h 34m,5.9,"Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",Horror,"$4,800,000 (estimated)","$47,326,473","$81,979,826"
The Kissing Booth,2018,TV-14,1h 45m,5.9,A high school student is forced to confront her secret crush at a kissing booth.,"Comedy,Romance",,,
Dirty Grandpa,2016,R,1h 42m,5.9,"Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.",Comedy,"$25,000,000 (estimated)","$35,593,113","$94,073,028"
Species,1995,R,1h 48m,5.9,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,"Action,Horror,Sci-Fi","$35,000,000 (estimated)","$60,074,103","$113,374,103"
Venom: Let There Be Carnage,2021,PG-13,1h 37m,5.9,"Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.","Action,Sci-Fi,Thriller","$110,000,000 (estimated)","$213,550,366","$506,863,592"
She's All That,1999,PG-13,1h 35m,5.9,A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.,"Comedy,Romance","$10,000,000 (estimated)","$63,366,989","$103,166,989"
2 Fast 2 Furious,2003,PG-13,1h 47m,5.9,Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.,"Action,Crime,Thriller","$76,000,000 (estimated)","$127,154,901","$236,353,236"
Supervixens,1975,Unrated,1h 46m,5.9,"Clint Ramsey must quit his job at Martin Bormann's gas station and flee after his wife is killed by psychopathic cop Harry Sledge, who tries to pin the murder on him.",Comedy,"$100,000 (estimated)",,
Vivarium,2019,R,1h 37m,5.9,A young couple looking for the perfect home find themselves trapped in a mysterious labyrinth-like neighborhood of identical houses.,"Horror,Mystery,Sci-Fi","$4,000,000 (estimated)","$487,625",
The Wraith,1986,PG-13,1h 33m,5.9,"In a small town in Arizona, a mysterious man/spirit descends from the sky and manifests in a sports car and targets a local violent road-racing gang of motor heads, headed by a ruthless bull...","Action,Horror,Romance","$2,700,000 (estimated)","$3,500,000","$3,500,000"
Shazam! Fury of the Gods,2023,PG-13,2h 10m,5.9,"The film continues the story of teenage Billy Batson who, upon reciting the magic word ""SHAZAM!"" is transformed into his adult Super Hero alter ego, Shazam.","Action,Adventure,Comedy","$125,000,000 (estimated)","$57,638,006","$134,038,006"
Against All Odds,1984,R,2h 8m,5.9,"A gangster hires an ex-football player to find his girlfriend. When he finds her, they fall in love, and the twists start to appear.","Action,Adventure,Crime","$13,000,000 (estimated)","$21,689,062","$21,689,062"
Cocaine Bear,2023,R,1h 35m,5.9,"An oddball group of cops, criminals, tourists and teens converge on a Georgia forest where a huge black bear goes on a murderous rampage after unintentionally ingesting cocaine.","Comedy,Thriller","$35,000,000 (estimated)","$64,670,240","$88,314,672"
Percy Jackson & the Olympians: The Lightning Thief,2010,PG,1h 58m,5.9,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,"Adventure,Family,Fantasy","$95,000,000 (estimated)","$88,768,303","$226,497,209"
The Marsh King's Daughter,2023,R,1h 49m,5.9,A woman seeks revenge against the man who kidnapped her mother.,"Crime,Drama,Mystery","$1,792,905","$849,006","$2,997,951"
Victor Frankenstein,2015,PG-13,1h 50m,5.9,"Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to...","Drama,Horror,Sci-Fi","$65,000,000 (estimated)","$5,775,076","$34,227,298"
Cobweb,2023,R,1h 28m,5.9,"An eight-year-old boy tries to investigate the mysterious knocking sounds that are coming from inside the walls of his house, unveiling a dark secret that his sinister parents have kept hidd...","Horror,Mystery,Thriller","$8,052,602",,
"Love, Divided",2024,TV-MA,1h 38m,5.9,Valentina is a young pianist starting over. Her neighbor David is an inventor who hates noise. And a paper-thin wall is about to become their matchmaker.,"Comedy,Romance",,,
Nacho Libre,2006,PG,1h 32m,5.9,"Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler).","Comedy,Family,Sport","$35,000,000 (estimated)","$80,197,993","$99,255,460"
Suicide Squad,2016,PG-13,2h 3m,5.9,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,"Action,Adventure,Fantasy","$175,000,000 (estimated)","$325,100,054","$749,200,054"
Hope Floats,1998,PG-13,1h 54m,6.0,"Birdee Calvert must choose between her morals and her heart after her husband divorces her and a charming young man, who her daughter disapproves of, comes back into her life.","Drama,Romance","$30,000,000 (estimated)","$60,053,195","$81,471,882"
Murder Mystery,2019,PG-13,1h 37m,6.0,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.","Action,Comedy,Crime",,,
Immaculate,2024,R,1h 29m,5.9,"Cecilia, a woman of devout faith, is warmly welcomed to the picture-perfect Italian countryside where she is offered a new role at an illustrious convent. But it becomes clear to Cecilia tha...",Horror,"$15,632,025","$5,338,921","$21,906,717"
Villains Incorporated,2023,PG-13,1h 42m,5.9,"After the death of their boss, Beatrix, Cain and Harold are left destitute living in an abandoned grocery store. Beatrix is determined that they will fight on their own and take over the wor...",Comedy,"$1,500,000 (estimated)",,
Ripley Under Ground,2005,,1h 41m,6.0,Professional swindler hides the death of a famous artist in order to earn money by selling pictures on his own behalf.,"Crime,Drama,Thriller",,,
The Golden Child,1986,PG-13,1h 34m,6.0,A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.,"Action,Adventure,Comedy","$25,000,000 (estimated)","$79,817,937","$79,817,937"
Mannequin,1987,PG,1h 30m,6.0,"A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life...","Comedy,Fantasy,Romance","$6,000,000 (estimated)","$42,721,196","$42,721,196"
Friday the 13th: The Final Chapter,1984,R,1h 31m,6.0,"After being announced dead and taken to a morgue, Jason Voorhees spontaneously revives, escapes from the hospital, and stalks a group of friends renting a house in the countryside near Cryst...","Horror,Thriller","$2,600,000 (estimated)","$32,980,880","$32,980,880"
You Are So Not Invited to My Bat Mitzvah,2023,PG-13,1h 43m,6.0,"Stacy and Lydia are BFFs who've always dreamed about having epic Bat Mitzvahs. However, things start to go comically awry when a popular boy and middle school drama threatens their friendshi...",Comedy,,,
Honest Thief,2020,PG-13,1h 39m,6.0,"Wanting to lead an honest life, a notorious bank robber turns himself in, only to be double-crossed by two ruthless FBI agents.","Action,Thriller","$30,000,000 (estimated)","$14,163,574","$31,220,247"
Haunted Mansion,2023,PG-13,2h 3m,6.0,"A single mom named Gabbie hires a tour guide, a psychic, a priest and a historian to help exorcise her newly bought mansion after discovering it is inhabited by ghosts.","Comedy,Drama,Family","$150,000,000 (estimated)","$67,653,287","$117,449,790"
Unhinged,2020,R,1h 30m,6.0,"After a confrontation with an unstable man at an intersection, a woman becomes the target of his rage.","Action,Thriller","$33,000,000 (estimated)","$20,831,465","$44,331,465"
She Came to Me,2023,R,1h 42m,6.0,A composer who suffers writer's block rediscovers his passion after an adventurous one-night stand.,"Comedy,Drama,Romance","$733,978","$355,685","$1,178,149"
Cowboys & Aliens,2011,PG-13,1h 59m,6.0,"A spaceship arrives in 1873 Arizona to take over the Earth, starting with the Wild West region. All that stands in their way: a posse of cowboys and natives.","Action,Drama,Sci-Fi","$163,000,000 (estimated)","$100,240,551","$174,822,325"
6 Souls,2010,R,1h 52m,6.0,A forensic psychiatrist discovers that all but one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.,"Horror,Thriller","$22,000,000 (estimated)","$3,205,167",
King Kong,1976,PG,2h 14m,6.0,A petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla.,"Adventure,Horror","$24,000,000 (estimated)","$52,614,445","$52,614,445"
The Time Machine,2002,PG-13,1h 36m,6.0,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.","Action,Adventure,Sci-Fi","$80,000,000 (estimated)","$56,832,494","$123,729,176"
Hotel Transylvania 4: Transformania,2022,PG,1h 27m,6.0,"After one experiment, Johnny turns into a monster and everyone else becomes human. Now it has to be seen whether they will be able to reverse this experiment.","Animation,Adventure,Comedy",,,
The Poughkeepsie Tapes,2007,R,1h 21m,6.0,"In an abandoned house in Poughkeepsie, New York murder investigators uncover hundreds of tapes showing decades of a serial killer's work.","Horror,Mystery,Thriller",,,
Hercules,2014,PG-13,1h 38m,6.0,"Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannic...","Action,Adventure,Fantasy","$100,000,000 (estimated)","$72,688,614","$244,819,862"
Shallow Hal,2001,PG-13,1h 54m,6.0,A shallow man falls in love with a 300-pound woman because of her inner beauty.,"Comedy,Drama,Fantasy","$40,000,000 (estimated)","$70,839,203","$141,069,860"
Exodus: Gods and Kings,2014,PG-13,2h 30m,6.0,"The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plag...","Action,Adventure,Drama","$140,000,000 (estimated)","$65,014,513","$268,175,631"
The Other Woman,2014,PG-13,1h 49m,6.0,"After discovering that her boyfriend is married, Carly meets the wife he's been betraying; when yet another affair is discovered, all three women team up to plot revenge on the three-timing ...","Comedy,Romance","$40,000,000 (estimated)","$83,911,193","$196,710,396"
Indecent Proposal,1993,R,1h 57m,6.0,"A billionaire offers $1,000,000 to a young married couple for one night with the wife.","Drama,Romance","$38,000,000 (estimated)","$106,614,059","$266,614,059"
Mortal Kombat,2021,R,1h 50m,6.0,MMA fighter Cole Young seeks out Earth's greatest champions in order to stand against the enemies of Outworld in a high stakes battle for the universe.,"Action,Adventure,Fantasy","$55,000,000 (estimated)","$42,326,031","$84,426,031"
Immortals,2011,R,1h 50m,6.0,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.","Action,Drama,Fantasy","$75,000,000 (estimated)","$83,504,017","$226,904,017"
Absolutely Anything,2015,R,1h 25m,6.0,"A group of eccentric aliens confers a human being with the power to do absolutely anything, as an experiment.","Comedy,Sci-Fi","$20,169","$6,303,792",
Cat Person,2023,R,1h 58m,6.0,"When Margot, a college sophomore, goes on a date with the older Robert, she finds that he doesn't live up to the Robert she has been flirting with over texts. A razor-sharp exploration of th...","Drama,Horror,Thriller","$55,548","$9,562","$327,327"
Girls Just Want to Have Fun,1985,PG,1h 30m,6.0,"Janey is new in town and soon meets Lynne, who shares her passion for dancing in general and ""Dance TV"" in particular.","Comedy,Music,Romance","$6,326,051","$1,650,078","$6,326,051"
Freud's Last Session,2023,PG-13,1h 48m,6.0,"Freud invites iconic author C.S. Lewis to debate the existence of God. And his unique relationship with his daughter, and Lewis' unconventional relationship with his best friend's mother.",Drama,"$906,283","$45,590","$1,157,307"
Shark Tale,2004,PG,1h 30m,6.0,"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.","Animation,Adventure,Comedy","$75,000,000 (estimated)","$160,861,908","$374,583,879"
Eileen,2023,R,1h 37m,6.0,A woman's friendship with a new co-worker at the prison facility where she works takes a sinister turn.,"Drama,Mystery,Thriller","$16,000,000 (estimated)","$1,435,007","$1,560,142"
Transformers: Revenge of the Fallen,2009,PG-13,2h 29m,6.0,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.","Action,Adventure,Sci-Fi","$200,000,000 (estimated)","$402,111,870","$836,303,693"
Blue Beetle,2023,PG-13,2h 7m,6.0,"An alien scarab chooses Jaime Reyes to be its symbiotic host, bestowing the recent college graduate with a suit of armor that's capable of extraordinary powers, forever changing his destiny ...","Action,Adventure,Sci-Fi","$104,000,000 (estimated)","$72,488,072","$130,788,072"
In a Violent Nature,2024,,1h 34m,6.0,"An ambient horror slasher that methodically depicts the enigmatic resurrection, rampage, and retribution of an undead monster in a remote wilderness.","Drama,Horror,Thriller",,,
Infinity Pool,2023,R,1h 57m,6.0,"James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, re...","Crime,Horror,Mystery","$5,078,400","$2,514,364","$5,202,301"
The Fast and the Furious: Tokyo Drift,2006,PG-13,1h 44m,6.0,A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.,"Action,Crime,Thriller","$85,000,000 (estimated)","$62,514,415","$158,968,749"
Finestkind,2023,R,2h 6m,6.0,A crew of fishermen tread dangerous waters when their debts start piling up.,"Crime,Drama,Thriller",,,
Murder Mubarak,2024,TV-MA,2h 20m,6.0,"During a murder investigation, a non-traditional police officer turns a spotlight on an array of suspects. He steps into their world as an outsider, only to find there is so much more than w...","Comedy,Mystery,Romance",,,
House of 1000 Corpses,2003,R,1h 29m,6.0,Two young couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.,Horror,"$7,000,000 (estimated)","$12,634,962","$16,829,545"
Transformers: Rise of the Beasts,2023,PG-13,2h 7m,6.0,"During the '90s, a new faction of Transformers - the Maximals - join the Autobots as allies in the battle for Earth.","Action,Adventure,Sci-Fi","$200,000,000 (estimated)","$157,066,392","$438,966,392"
Grown Ups,2010,PG-13,1h 42m,6.0,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",Comedy,"$80,000,000 (estimated)","$162,001,186","$271,457,606"
Godzilla: King of the Monsters,2019,PG-13,2h 12m,6.0,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-he...","Action,Adventure,Fantasy","$170,000,000 (estimated)","$110,500,138","$387,300,138"
Death Whisperer,2023,,2h,6.0,"After Yak, the elder brother returned to his hometown, he must find a way to save his younger sister from a bizarre illness that is causing her to behave differently.",Horror,"$2,602,197",,
Sasquatch Sunset,2024,R,1h 28m,6.0,A year in the life of a unique family. It captures the daily life of the Sasquatch with a level of detail and rigor that is simply unforgettable.,"Action,Adventure,Comedy","$799,706","$91,146","$799,706"
Sleeping Dogs,2024,R,1h 50m,6.0,"An ex-homicide detective with memory loss is forced to solve a brutal murder, only to uncover chilling secrets from his forgotten past.","Crime,Mystery,Thriller","$1,458,885",,
Trolls Band Together,2023,PG,1h 31m,6.0,"Poppy discovers that Branch was once part of the boy band 'BroZone' with his brothers, Floyd, John Dory, Spruce and Clay. When Floyd is kidnapped, Branch and Poppy embark on a journey to reu...","Animation,Adventure,Comedy","$102,996,915","$30,002,525","$209,303,232"
Sting,2024,R,1h 32m,6.0,"After raising an unnervingly talented spider in secret, 12-year-old Charlotte must face the facts about her pet-and fight for her family's survival-when the once-charming creature rapidly tr...","Horror,Sci-Fi,Thriller","$1,090,798","$825,797","$1,090,798"
What Jennifer Did,2024,TV-14,1h 27m,6.0,"When Jennifer Pan calls 911 to report that her parents have been shot, she becomes the primary focus of a captivating criminal case.","Documentary,Crime",,,
Anatomy of a Fall,2023,R,2h 31m,7.7,A woman is suspected of murder after her husband's death; their half-blind son faces a moral dilemma as the main witness.,"Crime,Drama,Thriller","€6,200,000 (estimated)","$5,076,369","$35,527,088"
Wind River,2017,R,1h 47m,7.7,"A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hop...","Crime,Drama,Mystery","$11,000,000 (estimated)","$33,800,859","$44,202,682"
Argo,2012,R,2h,7.7,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. ho...","Biography,Drama,History","$44,500,000 (estimated)","$136,025,503","$232,325,503"
There's Still Tomorrow,2023,,1h 58m,7.7,"Trying to escape from the patriarchy in the Italian post-war society, Delia plots an act of rebellion against her violent husband.","Comedy,Drama","€8,300,000 (estimated)","$44,915,491",
Silver Linings Playbook,2012,R,2h 2m,7.7,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany,...","Comedy,Drama,Romance","$21,000,000 (estimated)","$132,092,958","$236,412,453"
Deliverance,1972,R,1h 49m,7.7,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous ...","Adventure,Drama,Thriller","$2,000,000 (estimated)","$4,550",
The Worst Person in the World,2021,R,2h 8m,7.7,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic loo...","Comedy,Drama,Romance","€5,000,000 (estimated)","$3,034,775","$12,687,507"
The Game,1997,R,2h 9m,7.7,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed co...","Drama,Mystery,Thriller","$50,000,000 (estimated)","$48,323,648","$109,423,648"
The Count of Monte Cristo,2002,PG-13,2h 11m,7.7,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.","Action,Adventure,Drama","$35,000,000 (estimated)","$54,234,062","$75,395,048"
Training Day,2001,R,2h 2m,7.7,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,"Crime,Drama,Thriller","$45,000,000 (estimated)","$76,631,907","$104,876,233"
